Подкатегория;Наименование;Характеристики ;;;;;;;;;;;;;;;;;;;;;;Размер памятника в комплекте;;;Цена;Цена фацета
;;Материал;Цвет;Полировка;Высота;Вес;Объём;Размер;Срок изготовления;Размер фракции;Единица измерения;Форма;Высота пролёта;Высота столба;Обивка;Закрутки;Ручки несущие;Лакировка;Форма;Фурнитура;Ручная резьба;Отделка;Крышка;Стелла (в/ш/т);Тумба (в/ш/т);Цветник (в/ш/т);;
wreaths;Венок Сиреневый Сад;;;;140 см;;;;;;;;;;;;;;;;;;;;;;4580;
wreaths;Венок Соломея;;;;140 см;;;;;;;;;;;;;;;;;;;;;;4640;
wreaths;Венок Ванесса;;;;140 см;;;;;;;;;;;;;;;;;;;;;;4640;
wreaths;Венок Фиона;;;;135 см;;;;;;;;;;;;;;;;;;;;;;4900;
wreaths;Венок сердце одиночное;;;;70 см;;;;;;;;;;;;;;;;;;;;;;4955;
wreaths;Венок Лебедь;;;;100 × 90 см;;;;;;;;;;;;;;;;;;;;;;4965;
wreaths;Венок Шахматка;;;;140 см;;;;;;;;;;;;;;;;;;;;;;5150;
wreaths;Венок Юнона;;;;140 см;;;;;;;;;;;;;;;;;;;;;;5400;
wreaths;Венок Анаис;;;;140 см;;;;;;;;;;;;;;;;;;;;;;5695;
wreaths;Венок Фауст;;;;140 см;;;;;;;;;;;;;;;;;;;;;;5750;
wreaths;Венок Кольцо Калина;;;;100 см;;;;;;;;;;;;;;;;;;;;;;5935;
wreaths;Корзина Мальва;;;;70 см;;;;;;;;;;;;;;;;;;;;;;680;
wreaths;Корзина Хризантема Батерфляй;;;;40 см;;;;;;;;;;;;;;;;;;;;;;730;
wreaths;Корзина Б 1;;;;60 см;;;;;;;;;;;;;;;;;;;;;;810;
wreaths;Корзина Прованс;;;;45 см;;;;;;;;;;;;;;;;;;;;;;730;
wreaths;Корзина Санта Розе;;;;50 см;;;;;;;;;;;;;;;;;;;;;;810;
wreaths;Корзина Кубик малый Ландыш;;;;40 см;;;;;;;;;;;;;;;;;;;;;;840;
wreaths;Корзина Ромашка М;;;;65 см;;;;;;;;;;;;;;;;;;;;;;980;
wreaths;Корзина Вира маля Лира;;;;60 см;;;;;;;;;;;;;;;;;;;;;;1060;
wreaths;Корзина Кроха;;;;50 см;;;;;;;;;;;;;;;;;;;;;;1060;
wreaths;Корзина Верба;;;;55 см;;;;;;;;;;;;;;;;;;;;;;1155;
wreaths;Корзина Лукошко;;;;40 см;;;;;;;;;;;;;;;;;;;;;;1250;
wreaths;Корзина Ладья средняя;;;;60 см;;;;;;;;;;;;;;;;;;;;;;1450;
wreaths;Корзина Сонтана;;;;65 см;;;;;;;;;;;;;;;;;;;;;;1450;
wreaths;Корзина Виктория;;;;75 см;;;;;;;;;;;;;;;;;;;;;;1560;
wreaths;Корзина Туксон;;;;80 см;;;;;;;;;;;;;;;;;;;;;;1570;
wreaths;Корзина Нарцисс;;;;50 см;;;;;;;;;;;;;;;;;;;;;;1595;
wreaths;Корзина №3;;;;70 см;;;;;;;;;;;;;;;;;;;;;;1595;
wreaths;Корзина Подсолнух;;;;42 см;;;;;;;;;;;;;;;;;;;;;;1600;
wreaths;Корзина Анадель;;;;100 см;;;;;;;;;;;;;;;;;;;;;;1980;
wreaths;Корзина Тюльпан;;;;;;;;;;;;;;;;;;;;;;;;;;2050;
wreaths;Корзина Белла;;;;42 см;;;;;;;;;;;;;;;;;;;;;;2210;
wreaths;Корзина Тюльпан ёлка;;;;55 см;;;;;;;;;;;;;;;;;;;;;;2250;
wreaths;Корзина Ромашка бол.;;;;90 см;;;;;;;;;;;;;;;;;;;;;;2310;
wreaths;Корзина №2;;;;85 см;;;;;;;;;;;;;;;;;;;;;;2500;
wreaths;Корзина Аркадия;;;;90 см;;;;;;;;;;;;;;;;;;;;;;2560;
wreaths;Корзина №4;;;;75 см;;;;;;;;;;;;;;;;;;;;;;3060;
wreaths;Корзина Шахматка;;;;80 см;;;;;;;;;;;;;;;;;;;;;;3450;
wreaths;Корзина Элегия;;;;100 см;;;;;;;;;;;;;;;;;;;;;;3590;
wreaths;Корзина  Марфа;;;;100 см;;;;;;;;;;;;;;;;;;;;;;4150;
wreaths;Корзина №5;;;;90 см;;;;;;;;;;;;;;;;;;;;;;4950;
wreaths;Корзина №1;;;;115 см;;;;;;;;;;;;;;;;;;;;;;4950;
coffins;Модель необбитый;древесина ;;;;;;;;;;;;;нет;;;;;;;;;;;;2025;
coffins;Модель Ситец;древесина ;;;;;;;;;;;;;ситец в два слоя;;;;;;;;;;;;2950;
coffins;Модель Плюш;древесина ;;;;;;;;;;;;;плюш;;;;;;;;;;;;3650;
coffins;Модель Бархат;древесина ;;;;;;;;;;;;;бархат;;;;;;;;;;;;3950;
coffins;Модель Тон 08;древесина ;;;;;;;;;;;;;наружная складка;;;;;;;;;;;;4180;
coffins;Модель Тон 042;древесина ;;;;;;;;;;;;;наружная складка;;;;;;;;;;;;4630;
coffins;Модель Тон 40;древесина ;;;;;;;;;;;;;наружная складка;;;;;;;;;;;;4880;
coffins;Модель Тон 041;древесина ;;;;;;;;;;;;;наружная складка;;;;;;;;;;;;4960;
coffins;Модель Комби бордо;дерево + материал;;;;;;;;;;;;;;да;да;;;;;;;;;;14400;
coffins;Модель Комби коричневый;дерево + материал;;;;;;;;;;;;;;да;да;;;;;;;;;;14400;
coffins;Модель Комби красный;дерево + материал;;;;;;;;;;;;;;да;да;;;;;;;;;;14400;
coffins;Модель 036;100% массив сосны;;;;;;;;;;;;;;;;да;шестиугольная;;;;;;;;19905;
coffins;Модель 012 ;МДФ и ДСП;;;;;;;;;;;;;;;;да;шестиугольная;;;;;;;;22770;
coffins;Модель 013;МДФ и ДСП;;;;;;;;;;;;;;;;да;шестиугольная;;;;;;;;25220;
coffins;Модель 010;МДФ и ДСП;;;;;;;;;;;;;;;;да;шестиугольная;;;;;;;;26020;
coffins;Модель 035;100% массив сосны;;;;;;;;;;;;;;;;;четырехугольная;;;;;;;;28110;
coffins;Модель 036 с резьбой;100% массив сосны;;;;;;;;;;;;;;;;;шестиугольная;несущая;да;;;;;;30510;
coffins;Модель 031;100% массив сосны;;;;;;;;;;;;;;;;;четырехугольная;несущая;;;;;;;32950;
coffins;Модель 032;100% массив сосны;;;;;;;;;;;;;;;;;шестиугольная;несущая;;;;;;;37150;
coffins;Модель 032 с резьбой;100% массив сосны;;;;;;;;;;;;;;;;;шестиугольная;несущая;да;;;;;;41215;
coffins;Модель 021;100% массив сосны;;;;;;;;;;;;;;;;;;несущая;да;;;;;;42480;
coffins;Модель 018;100% массив сосны;;;;;;;;;;;;;;;;;;несущая;да;;;;;;44600;
coffins;Модель 015;массив кедра;;;;;;;;;;;;;;;;;;несущая;да;;;;;;46730;
coffins;Модель 014;массив кедра;;;;;;;;;;;;;;;;;;несущая;да;;;;;;49700;
coffins;Модель 016;100% массив сосны;;;;;;;;;;;;;;;;;;несущая;да;;;;;;50980;
coffins;Модель 016 белая;кедр;;;;;;;;;;;;;;;;;шестиугольная;;да;золото патина;;;;;64000;
coffins;Модель 017;100% массив сосны;;;;;;;;;;;;;;;;;;несущая;да;;;;;;65260;
coffins;Модель 038;100% массив сосны;;;;;;;;;;;;;;;;;;несущая;да;;;;;;66100;
coffins;Модель 039;массив кедра;;;;;;;;;;;;;;;;;;несущая;покрыта золотом патина;;;;;;67660;
coffins;Модель 040;100% массив сосны;;;;;;;;;;;;;;;;;;несущая;покрыта золотом патина;;;;;;68350;
coffins;Модель 030;МДФ;;;;;;;;;;;;;;;;;;несущая;;;;;;;69860;
coffins;Модель 034;100% массив сосны;;;;;;;;;;;;;;;;;;;;;двухполовинчатая;;;;105000;
coffins;Модель 006;массив кедра;;;;;;;;;;;;;;;;;;;;;двухполовинчатая;;;;125990;
coffins;Модель 008;массив кедра;;;;;;;;;;;;;;;;;;;;;двухполовинчатая;;;;135000;
coffins;Модель 019;массив кедра;;;;;;;;;;;;;;;;да;;несущая;;;двухполовинчатая;;;;171270;
coffins;Модель 003;массив кедра;;;;;;;;;;;;;;;;;;несущая;;;двухполовинчатая;;;;180000;
coffins;Модель 009;массив кедра;;;;;;;;;;;;;;;;да;;несущая;;;двухполовинчатая;;;;190000;
coffins;Модель 026;массив кедра;;;;;;;;;;;;;;;;да;;несущая;да;;двухполовинчатая;;;;200000;
coffins;Модель 029;массив кедра;;;;;;;;;;;;;;;;да;;латунь;да;;двухполовинчатая;;;;215000;
coffins;Модель 022;массив кедра;;;;;;;;;;;;;;;;да;;латунь;да;;двухполовинчатая;;;;260000;
pet;Памятник для животных №1;;;;;;;;;;;;;;;;;;;;;;;;;;6470;
pet;Памятник для животных №2;;;;;;;;;;;;;;;;;;;;;;;;;;11500;
